15,1017,360,93,403,159
6,1017,470,97,505,158
12,1017,252,230,302,314
1,1017,283,243,324,322
9,1017,280,312,325,397
13,1017,707,227,836,383
11,1017,2,272,152,417
0,1018,292,72,326,124
15,1018,384,66,428,127
6,1018,469,98,505,158
12,1018,252,229,302,314
1,1018,284,241,324,320
9,1018,280,313,324,397
11,1018,2,272,154,419
13,1018,691,247,827,407
0,1019,292,73,326,124
15,1019,383,67,428,127
6,1019,468,99,505,158
12,1019,252,228,302,314
1,1019,285,239,323,318
9,1019,288,328,327,401
11,1019,2,272,156,421
13,1019,680,262,817,421
0,1020,292,75,325,125
15,1020,360,93,404,158
6,1020,468,100,504,157
12,1020,251,227,303,313
1,1020,284,238,323,318
9,1020,288,329,325,401
11,1020,2,271,158,423
13,1020,663,288,800,446
0,1021,292,77,324,127
15,1021,360,93,403,157
6,1021,468,102,502,157
12,1021,250,226,305,313
1,1021,283,238,324,316
9,1021,287,331,325,400
11,1021,1,272,160,424
13,1021,654,296,795,459
15,1022,293,89,324,144
0,1022,359,93,402,158
6,1022,467,102,501,157
12,1022,248,225,309,313
1,1022,281,239,324,317
9,1022,287,332,324,399
11,1022,2,273,161,425
13,1022,641,307,784,477
15,1023,294,89,324,144
0,1023,359,93,402,158
6,1023,466,102,500,158
12,1023,246,224,312,315
9,1023,287,334,324,398
11,1023,2,273,163,426
13,1023,627,332,773,499
15,1024,295,90,324,144
0,1024,359,92,402,158
6,1024,466,102,498,158
12,1024,244,223,314,315
9,1024,286,337,323,396
11,1024,2,274,164,427
13,1024,613,342,753,516
15,1025,296,91,324,143
0,1025,359,93,402,157
6,1025,465,103,497,158
12,1025,243,224,315,314
9,1025,285,339,322,395
11,1025,3,275,165,428
13,1025,602,354,748,532
15,1026,297,91,324,143
0,1026,359,94,402,157
6,1026,464,104,495,160
12,1026,242,226,316,314
9,1026,283,340,321,396
11,1026,3,276,166,428
13,1026,586,380,736,554
15,1027,299,91,325,143
0,1027,359,94,402,157
6,1027,463,104,493,160
12,1027,243,228,316,314
9,1027,281,341,319,399
11,1027,4,277,166,429
13,1027,575,388,724,572
15,1028,301,92,328,143
0,1028,358,94,402,157
6,1028,462,105,492,162
12,1028,243,229,314,314
9,1028,280,342,318,401
11,1028,4,278,167,429
13,1028,557,401,709,590
15,1029,303,92,331,142
0,1029,358,94,401,156
6,1029,461,105,491,164
12,1029,242,231,311,312
9,1029,260,330,309,413
11,1029,5,278,167,429
13,1029,545,428,700,613
15,1030,305,93,332,142
0,1030,359,94,401,156
6,1030,461,106,490,165
12,1030,242,233,308,310
9,1030,279,345,316,407
11,1030,5,279,168,429
13,1030,532,438,688,631
15,1031,306,93,332,141
0,1031,360,95,400,155
6,1031,461,108,489,167
12,1031,241,236,303,307
9,1031,279,347,317,409
11,1031,6,280,168,428
13,1031,524,450,673,645
15,1032,308,94,333,140
0,1032,360,95,399,155
6,1032,459,109,488,167
12,1032,241,239,299,304
9,1032,257,334,312,416
11,1032,6,281,169,428
13,1032,504,477,657,673
15,1033,309,94,335,140
0,1033,361,95,399,154
6,1033,457,110,487,168
12,1033,241,241,296,302
9,1033,256,336,312,415
11,1033,7,281,170,428
13,1033,491,488,650,690
15,1034,310,94,338,140
0,1034,361,95,399,153
6,1034,457,109,485,168
12,1034,243,240,299,302
9,1034,255,338,310,413
11,1034,7,282,170,427
13,1034,477,515,635,713
15,1035,312,95,340,140
0,1035,362,95,399,153
6,1035,456,110,484,169
12,1035,244,241,302,304
9,1035,255,339,310,412
17,1035,903,678,984,719
11,1035,8,283,170,428
13,1035,468,527,626,719
15,1036,315,96,341,140
0,1036,362,95,399,153
6,1036,455,111,482,170
12,1036,244,241,306,305
9,1036,254,339,310,411
17,1036,905,676,982,719
11,1036,8,284,169,427
13,1036,450,545,611,719
15,1037,317,96,343,140
0,1037,362,95,399,153
6,1037,454,112,480,171
12,1037,243,244,303,306
9,1037,253,338,310,412
17,1037,906,674,984,717
11,1037,8,284,169,428
13,1037,441,562,599,719
15,1038,318,96,345,140
0,1038,363,95,399,154
6,1038,454,113,479,172
12,1038,242,246,300,305
9,1038,252,338,309,411
11,1038,9,284,170,428
13,1038,435,579,585,719
15,1039,319,97,346,140
0,1039,363,94,400,154
6,1039,453,113,479,173
12,1039,241,247,298,306
9,1039,251,337,307,412
11,1039,2,291,174,436
18,1039,431,608,571,715
15,1040,319,97,347,139
0,1040,363,94,400,155
6,1040,452,112,479,173
9,1040,249,337,304,413
11,1040,2,291,175,436
18,1040,427,623,572,710
15,1041,319,97,347,138
0,1041,364,93,401,155
6,1041,451,113,479,174
11,1041,2,291,175,436
15,1042,320,96,347,139
0,1042,364,92,401,155
6,1042,449,114,479,175
11,1042,2,291,175,436
15,1043,320,95,347,139
0,1043,364,92,402,155
6,1043,447,116,479,177
11,1043,2,291,175,436
15,1044,320,95,348,139
0,1044,364,93,402,154
6,1044,446,117,478,176
9,1044,254,345,301,420
11,1044,2,291,175,436
15,1045,321,95,348,139
0,1045,364,93,402,154
6,1045,445,118,477,176
9,1045,253,346,299,422
11,1045,2,291,175,436
15,1046,322,96,349,139
0,1046,363,93,402,154
6,1046,445,118,476,177
9,1046,251,346,298,423
11,1046,2,292,174,436
15,1047,323,96,349,139
0,1047,362,93,401,154
6,1047,444,118,476,178
9,1047,248,345,297,425
20,1047,927,651,986,709
11,1047,3,292,174,436
15,1048,324,96,350,140
0,1048,362,93,400,154
6,1048,443,118,476,178
9,1048,245,348,297,427
20,1048,929,650,986,707
11,1048,3,292,174,435
15,1049,325,96,350,140
0,1049,362,93,400,154
6,1049,441,118,474,179
9,1049,244,350,298,429
20,1049,931,648,985,705
11,1049,3,292,174,435
15,1050,326,96,351,141
0,1050,361,93,398,154
6,1050,439,119,473,179
9,1050,241,351,298,430
20,1050,931,645,984,704
11,1050,3,293,174,435
15,1051,326,96,352,141
0,1051,360,93,397,153
6,1051,437,120,471,180
9,1051,242,352,297,431
20,1051,932,645,984,701
11,1051,2,293,174,434
15,1052,326,96,353,141
0,1052,358,94,395,152
6,1052,436,121,469,181
9,1052,242,355,296,432
20,1052,934,643,985,699
11,1052,2,294,175,434
15,1053,326,97,354,139
0,1053,355,95,393,151
6,1053,436,122,469,182
9,1053,244,359,295,434
20,1053,935,640,985,697
11,1053,2,294,174,434
0,1054,353,96,391,150
6,1054,435,123,468,182
9,1054,246,363,294,435
20,1054,936,636,985,697
11,1054,2,293,174,434
0,1055,352,97,391,149
6,1055,435,123,467,182
9,1055,246,365,292,437
20,1055,936,633,987,698
11,1055,3,293,174,435
6,1056,434,124,466,183
9,1056,244,365,291,439
20,1056,937,633,990,699
11,1056,3,293,174,435
6,1057,433,124,465,184
9,1057,241,363,290,441
21,1057,938,632,992,700
11,1057,3,293,174,435
6,1058,433,123,464,185
9,1058,238,363,288,442
21,1058,939,631,993,699
11,1058,3,293,175,435
6,1059,433,122,463,184
9,1059,235,362,286,441
20,1059,940,629,994,699
11,1059,2,293,175,435
6,1060,433,121,462,184
9,1060,234,362,284,440
22,1060,943,627,995,699
11,1060,2,292,175,435
0,1061,352,99,395,152
6,1061,432,120,462,183
9,1061,232,360,284,441
20,1061,949,615,1006,688
11,1061,2,292,175,435
0,1062,352,99,395,153
6,1062,405,103,443,169
9,1062,230,359,284,443
20,1062,950,614,1007,687
11,1062,2,293,175,435
0,1063,351,99,396,154
6,1063,406,104,444,172
9,1063,235,279,296,372
20,1063,951,616,1009,684
11,1063,2,293,175,435
0,1064,351,99,396,155
6,1064,408,106,445,175
9,1064,235,281,294,369
23,1064,225,361,283,446
20,1064,951,617,1010,681
11,1064,2,293,175,435
0,1065,351,98,396,155
6,1065,408,107,445,176
9,1065,236,282,292,367
23,1065,231,374,284,454
20,1065,951,618,1010,677
11,1065,2,292,175,435
0,1066,351,97,395,154
6,1066,409,107,445,177
23,1066,230,375,283,455
20,1066,951,617,1010,674
11,1066,1,293,175,435
0,1067,351,96,396,154
6,1067,409,108,445,178
23,1067,229,375,283,455
20,1067,952,615,1011,671
11,1067,1,293,175,435
0,1068,350,95,397,153
6,1068,409,109,447,179
23,1068,228,375,283,456
20,1068,958,614,1022,670
11,1068,1,293,176,435
0,1069,350,96,399,153
6,1069,408,111,448,179
23,1069,228,376,282,456
24,1069,958,613,1023,671
11,1069,1,293,176,435
0,1070,351,96,401,153
6,1070,408,112,447,178
23,1070,229,377,281,456
24,1070,959,611,1025,671
11,1070,2,293,176,435
0,1071,352,97,402,154
6,1071,407,114,446,178
23,1071,229,377,281,456
24,1071,960,610,1028,671
11,1071,2,293,176,435
0,1072,353,97,402,154
6,1072,407,115,445,180
23,1072,205,377,268,453
24,1072,962,609,1030,670
11,1072,2,293,176,435
0,1073,353,97,401,154
6,1073,407,116,444,181
23,1073,203,376,268,454
20,1073,964,608,1033,670
11,1073,2,292,176,435
0,1074,354,97,401,153
6,1074,406,116,442,181
23,1074,204,348,267,446
20,1074,965,607,1034,670
11,1074,2,292,176,435
0,1075,354,96,401,154
6,1075,404,116,441,183
23,1075,236,290,295,378
24,1075,967,605,1034,670
11,1075,2,292,176,435
0,1076,355,96,402,154
6,1076,400,114,439,185
23,1076,237,290,296,380
24,1076,969,602,1034,670
11,1076,2,292,176,435
0,1077,355,95,403,154
6,1077,396,113,437,186
23,1077,237,289,298,381
24,1077,972,601,1034,669
11,1077,2,292,176,435
6,1078,393,112,436,186
25,1078,211,376,260,454
24,1078,973,601,1035,668
11,1078,1,292,176,435
6,1079,390,112,435,186
25,1079,212,377,260,454
24,1079,974,600,1035,668
11,1079,2,292,176,435
6,1080,389,113,434,186
25,1080,212,378,260,456
24,1080,976,597,1035,665
11,1080,2,292,176,435
6,1081,388,113,433,185
25,1081,212,378,260,459
24,1081,979,595,1035,663
11,1081,2,292,176,435
6,1082,386,114,433,185
25,1082,211,378,260,460
24,1082,982,593,1036,660
11,1082,2,292,176,435
6,1083,384,113,433,184
25,1083,210,379,261,461
24,1083,984,591,1039,658
11,1083,2,292,176,436
6,1084,380,113,433,184
25,1084,210,379,261,461
24,1084,985,589,1042,657
11,1084,2,292,177,435
6,1085,378,112,433,183
25,1085,209,380,261,462
24,1085,986,586,1044,657
11,1085,2,292,177,435
6,1086,377,112,432,183
25,1086,208,381,259,461
24,1086,987,585,1045,657
11,1086,2,292,177,435
6,1087,377,112,432,184
25,1087,207,382,258,461
24,1087,988,584,1047,658
11,1087,2,292,177,436
6,1088,378,112,431,184
25,1088,206,383,256,461
24,1088,988,582,1050,660
11,1088,2,292,177,436
6,1089,377,111,429,182
25,1089,205,381,255,461
24,1089,990,581,1053,661
11,1089,2,291,177,436
6,1090,376,110,429,180
25,1090,205,379,253,462
24,1090,991,580,1056,661
11,1090,2,292,177,436
26,1091,361,97,408,153
6,1091,392,137,440,203
25,1091,204,380,251,463
24,1091,992,579,1058,660
11,1091,2,291,177,437
26,1092,361,97,409,153
6,1092,392,139,439,202
25,1092,202,381,250,463
24,1092,1008,578,1068,657
11,1092,2,292,177,437
26,1093,361,96,409,153
6,1093,392,140,438,202
27,1093,201,381,248,463
24,1093,1007,576,1070,657
11,1093,2,291,177,437
26,1094,361,97,410,154
6,1094,392,140,436,202
27,1094,200,378,247,463
24,1094,1008,574,1072,656
11,1094,2,291,177,437
26,1095,360,98,410,154
6,1095,392,140,434,202
25,1095,199,377,245,465
24,1095,1007,573,1076,658
11,1095,2,291,177,438
26,1096,361,99,409,154
6,1096,393,141,433,203
25,1096,198,381,244,467
24,1096,1008,573,1080,660
11,1096,2,291,177,438
26,1097,361,100,409,154
6,1097,392,141,432,204
25,1097,198,385,244,468
24,1097,1010,572,1083,663
11,1097,2,291,176,438
26,1098,362,100,409,153
6,1098,392,141,432,205
25,1098,196,387,244,471
24,1098,1013,571,1085,665
11,1098,2,291,176,438
26,1099,362,100,409,153
6,1099,391,141,431,205
25,1099,195,387,243,474
24,1099,1015,567,1077,629
11,1099,3,291,176,438
26,1100,362,99,409,153
6,1100,391,140,431,206
25,1100,193,384,243,478
24,1100,1016,565,1081,628
11,1100,3,291,176,438
26,1101,362,99,409,154
6,1101,390,139,430,206
25,1101,192,386,243,479
24,1101,1017,564,1085,628
11,1101,3,291,176,438
26,1102,362,98,409,154
6,1102,391,139,429,206
25,1102,191,383,243,483
24,1102,1019,562,1088,627
11,1102,3,291,177,438
26,1103,362,98,408,154
6,1103,392,140,428,206
25,1103,189,381,243,486
24,1103,1021,561,1091,628
11,1103,3,292,177,437
26,1104,363,99,408,154
6,1104,392,141,428,206
25,1104,186,376,244,490
24,1104,1022,560,1092,629
11,1104,3,292,177,437
6,1105,393,143,428,207
25,1105,185,377,243,489
24,1105,1024,558,1093,628
11,1105,3,292,177,437
6,1106,393,144,429,207
25,1106,185,376,242,488
24,1106,1027,557,1094,627
11,1106,3,291,178,438
6,1107,392,144,429,207
25,1107,184,378,240,487
11,1107,3,291,178,438
6,1108,391,145,429,206
25,1108,183,377,239,487
11,1108,3,291,178,439
6,1109,391,145,428,206
25,1109,181,377,238,489
24,1109,1038,552,1098,624
11,1109,4,290,178,439
6,1110,392,145,427,206
25,1110,179,377,235,489
24,1110,1044,553,1099,622
11,1110,4,290,178,439
6,1111,393,146,426,206
25,1111,178,378,232,490
24,1111,1047,554,1101,620
11,1111,4,290,178,439
6,1112,376,100,420,161
25,1112,176,379,230,489
24,1112,1050,554,1103,618
11,1112,4,290,178,439
6,1113,376,99,421,161
25,1113,169,384,219,472
24,1113,1051,554,1105,618
11,1113,4,290,178,439
6,1114,376,96,421,164
25,1114,169,385,219,474
24,1114,1052,552,1107,618
11,1114,3,290,178,439
6,1115,362,100,402,153
28,1115,394,144,424,207
25,1115,169,387,218,479
24,1115,1060,543,1114,614
11,1115,3,290,178,439
6,1116,362,100,402,153
28,1116,378,92,421,168
29,1116,393,143,424,207
25,1116,169,388,218,482
24,1116,1059,545,1116,615
11,1116,3,290,178,439
6,1117,362,100,402,153
28,1117,379,92,421,166
29,1117,392,143,424,208
25,1117,169,389,218,484
24,1117,1060,544,1118,614
11,1117,3,290,178,438
6,1118,363,101,402,153
28,1118,380,93,423,164
29,1118,392,145,425,209
25,1118,168,386,219,484
24,1118,1062,543,1119,612
30,1118,68,608,115,670
11,1118,4,291,178,438
6,1119,363,102,402,153
28,1119,379,94,424,163
29,1119,391,145,424,209
25,1119,167,385,220,485
24,1119,1065,540,1119,610
11,1119,4,291,178,438
28,1120,379,94,425,161
29,1120,390,145,425,208
25,1120,165,385,221,486
24,1120,1068,540,1119,610
11,1120,4,291,178,438
28,1121,379,94,426,159
29,1121,390,146,424,208
25,1121,164,385,222,485
24,1121,1070,540,1119,610
11,1121,4,291,178,438
28,1122,379,95,426,156
29,1122,389,147,424,208
25,1122,163,384,224,485
24,1122,1072,540,1121,611
11,1122,4,291,177,437
28,1123,379,96,427,155
29,1123,389,147,425,208
25,1123,163,385,225,487
24,1123,1074,540,1122,610
11,1123,4,291,176,438
28,1124,380,96,428,155
29,1124,389,147,426,209
25,1124,163,387,225,490
24,1124,1076,539,1124,610
11,1124,4,291,175,438
28,1125,380,95,429,156
29,1125,388,147,427,210
25,1125,163,389,224,492
24,1125,1077,538,1125,608
31,1125,81,593,129,660
11,1125,4,291,174,438
28,1126,382,96,429,157
29,1126,388,147,427,212
25,1126,163,389,221,494
24,1126,1080,537,1128,607
31,1126,80,594,129,660
11,1126,4,291,173,438
28,1127,383,96,429,157
29,1127,388,148,427,212
25,1127,163,390,218,497
24,1127,1082,536,1132,605
31,1127,81,595,129,660
11,1127,5,291,173,439
28,1128,385,97,430,157
29,1128,388,149,427,213
25,1128,163,390,216,500
24,1128,1084,536,1135,606
31,1128,82,593,133,660
11,1128,5,290,173,439
28,1129,386,97,430,156
29,1129,388,149,427,213
25,1129,163,392,215,500
24,1129,1085,535,1136,606
31,1129,85,590,137,658
11,1129,5,290,173,439
28,1130,387,97,430,156
29,1130,387,149,427,213
25,1130,161,394,214,500
24,1130,1086,535,1139,607
31,1130,87,587,142,657
11,1130,5,291,174,439
28,1131,389,97,429,156
29,1131,387,150,427,213
25,1131,159,395,213,499
24,1131,1087,535,1141,608
31,1131,90,586,143,655
11,1131,4,291,174,439
28,1132,390,98,430,155
29,1132,386,150,428,212
25,1132,164,417,209,520
24,1132,1087,536,1143,608
31,1132,96,585,142,653
11,1132,4,291,174,439
28,1133,391,98,430,154
29,1133,385,151,428,212
25,1133,162,420,208,519
24,1133,1088,536,1143,607
11,1133,4,291,174,439
28,1134,392,98,430,154
29,1134,384,150,428,211
25,1134,161,420,207,520
24,1134,1088,535,1144,607
11,1134,3,291,174,439
28,1135,390,97,430,154
29,1135,383,149,428,211
25,1135,159,419,205,522
24,1135,1088,534,1144,607
11,1135,4,290,174,439
28,1136,389,96,430,155
29,1136,383,149,428,212
25,1136,157,415,203,525
24,1136,1088,533,1145,606
11,1136,4,290,174,439
28,1137,386,96,431,155
29,1137,382,148,428,212
25,1137,156,414,201,525
11,1137,4,290,174,439
28,1138,384,95,431,155
29,1138,382,149,429,213
25,1138,155,412,202,526
11,1138,4,290,174,439
28,1139,382,95,430,156
29,1139,382,150,429,214
25,1139,153,410,202,528
11,1139,4,290,173,438
28,1140,383,96,430,157
29,1140,382,150,429,216
25,1140,151,411,203,529
11,1140,4,290,174,438
28,1141,364,102,404,152
29,1141,382,96,430,158
25,1141,150,417,203,528
11,1141,3,290,174,438
28,1142,364,102,403,152
29,1142,382,96,429,158
32,1142,383,152,429,219
25,1142,149,423,201,527
11,1142,2,290,175,438
28,1143,364,102,403,151
32,1143,384,152,429,219
25,1143,141,395,191,490
24,1143,1130,539,1175,609
11,1143,2,290,175,438
32,1144,384,152,430,219
25,1144,146,426,195,526
24,1144,1131,537,1177,611
11,1144,2,290,176,438
32,1145,383,152,430,219
25,1145,145,425,193,528
33,1145,129,558,174,637
24,1145,1133,536,1180,613
11,1145,2,290,176,437
32,1146,384,152,431,219
25,1146,143,424,192,530
33,1146,132,558,172,634
24,1146,1134,537,1183,618
11,1146,2,290,175,437
32,1147,384,152,432,218
25,1147,141,425,189,532
24,1147,1135,538,1187,622
11,1147,2,290,175,437
32,1148,384,152,433,219
25,1148,140,426,186,534
24,1148,1136,540,1189,625
11,1148,2,290,175,437
32,1149,384,152,433,219
25,1149,140,427,184,537
24,1149,1137,540,1190,623
11,1149,2,290,175,437
32,1150,384,151,434,219
25,1150,140,429,184,541
24,1150,1138,539,1193,625
11,1150,2,290,175,437
32,1151,385,151,433,220
25,1151,140,431,184,546
24,1151,1140,537,1196,628
11,1151,2,289,176,438
32,1152,435,106,458,157
34,1152,386,152,432,220
25,1152,139,435,183,548
24,1152,1142,535,1199,632
11,1152,1,289,176,438
34,1153,386,153,431,220
25,1153,139,440,181,549
24,1153,1144,533,1200,631
11,1153,1,289,177,437
34,1154,386,153,430,220
25,1154,138,445,178,549
24,1154,1146,532,1202,631
11,1154,8,283,171,428
34,1155,386,153,430,220
25,1155,136,447,176,552
35,1155,144,526,182,613
24,1155,1157,529,1222,646
11,1155,2,290,177,437
34,1156,387,154,429,220
25,1156,134,446,174,554
35,1156,145,527,185,612
24,1156,1158,526,1224,647
11,1156,2,289,177,438
34,1157,388,154,429,221
25,1157,132,443,175,555
24,1157,1159,525,1226,650
11,1157,2,289,177,438
34,1158,389,155,429,222
25,1158,131,440,177,554
24,1158,1159,525,1228,652
11,1158,2,289,177,439
34,1159,389,155,429,222
25,1159,129,440,178,553
24,1159,1160,524,1229,655
11,1159,2,290,177,438
34,1160,389,155,429,222
25,1160,128,442,180,552
11,1160,1,290,177,438
24,1160,1149,519,1244,708
34,1161,390,155,429,222
25,1161,128,446,179,550
11,1161,0,290,178,438
24,1161,1150,521,1244,708
34,1162,391,155,429,222
25,1162,134,482,186,580
11,1162,0,290,179,438
24,1162,1152,523,1245,709
34,1163,392,156,429,222
25,1163,119,477,169,564
11,1163,0,290,180,438
24,1163,1153,524,1246,710
34,1164,392,157,429,222
25,1164,119,479,167,565
11,1164,0,290,180,438
24,1164,1153,523,1247,711
34,1165,392,157,429,222
25,1165,120,478,165,565
11,1165,0,290,180,437
24,1165,1153,523,1248,710
34,1166,393,158,429,222
25,1166,121,478,163,565
11,1166,0,290,179,437
24,1166,1152,523,1248,709
34,1167,393,158,429,222
25,1167,121,478,162,565
11,1167,8,285,171,426
24,1167,1151,523,1248,709
34,1168,393,159,429,222
25,1168,121,475,161,565
11,1168,9,285,170,425
24,1168,1151,521,1250,709
34,1169,392,159,429,222
25,1169,119,473,161,565
36,1169,157,501,204,591
11,1169,0,289,178,438
24,1169,1150,519,1250,710
34,1170,392,159,429,221
25,1170,118,471,159,565
36,1170,158,501,209,590
11,1170,0,290,179,438
24,1170,1150,521,1250,710
34,1171,455,110,478,159
25,1171,116,475,157,566
36,1171,180,505,221,583
11,1171,0,290,179,438
34,1172,456,113,480,161
25,1172,114,477,157,569
36,1172,181,504,223,584
11,1172,0,290,180,438
34,1173,458,115,482,163
25,1173,113,478,156,569
36,1173,182,506,223,582
11,1173,0,291,180,437
24,1173,1155,525,1248,711
34,1174,458,116,483,164
25,1174,111,478,156,570
36,1174,185,506,222,580
11,1174,0,291,180,437
24,1174,1156,523,1250,712
34,1175,459,117,485,164
25,1175,108,477,156,570
36,1175,187,507,222,577
11,1175,0,291,181,436
24,1175,1156,522,1253,712
25,1176,105,477,156,573
36,1176,191,504,223,575
11,1176,0,291,181,436
25,1177,102,477,155,574
24,1177,1225,504,1263,584
11,1177,0,292,180,436
25,1178,99,475,155,575
36,1178,194,499,227,572
24,1178,1226,504,1264,581
11,1178,0,292,180,435
25,1179,96,475,155,575
36,1179,194,497,230,570
24,1179,1228,505,1267,581
11,1179,1,292,180,435
25,1180,94,474,154,577
36,1180,195,494,231,568
24,1180,1230,506,1269,579
11,1180,1,292,180,434
25,1181,94,477,151,577
36,1181,195,493,231,568
24,1181,1233,508,1271,578
11,1181,1,292,180,434
25,1182,92,476,147,578
36,1182,196,491,232,569
24,1182,1237,508,1273,577
11,1182,0,293,180,434
38,1183,389,154,428,222
25,1183,90,475,144,577
36,1183,197,488,235,570
24,1183,1241,507,1275,576
11,1183,0,293,180,434
38,1184,389,153,428,221
25,1184,87,471,143,578
36,1184,199,486,238,571
24,1184,1243,506,1277,575
11,1184,0,293,180,434
38,1185,389,153,428,221
25,1185,85,471,143,578
24,1185,1244,508,1278,575
11,1185,0,292,180,435
38,1186,389,153,429,220
25,1186,84,472,141,578
36,1186,202,486,240,565
24,1186,1245,510,1279,574
11,1186,0,293,180,435
38,1187,462,123,499,176
39,1187,389,153,430,220
40,1187,166,422,214,472
25,1187,94,448,142,536
36,1187,204,486,241,562
24,1187,1248,510,1279,576
11,1187,0,293,180,435
38,1188,464,123,500,176
39,1188,389,153,429,221
40,1188,166,423,213,474
25,1188,94,450,141,534
36,1188,208,486,242,558
24,1188,1251,509,1279,577
11,1188,0,293,180,435
38,1189,466,123,500,174
39,1189,388,154,429,222
40,1189,164,425,211,476
25,1189,94,452,139,534
41,1189,153,428,200,512
36,1189,211,483,244,556
24,1189,1253,508,1279,579
11,1189,0,294,180,434
38,1190,467,121,500,172
39,1190,387,153,428,222
25,1190,93,454,138,534
41,1190,154,427,201,512
36,1190,213,480,246,554
24,1190,1254,508,1279,580
11,1190,0,294,181,433
38,1191,469,120,501,171
39,1191,387,152,427,223
25,1191,93,457,136,533
41,1191,155,427,202,510
36,1191,215,477,249,553
24,1191,1256,506,1279,581
11,1191,0,294,180,433
38,1192,470,120,502,171
39,1192,387,152,427,223
25,1192,91,458,136,534
41,1192,156,427,201,509
36,1192,215,475,252,555
24,1192,1258,504,1279,581
11,1192,0,294,180,433
39,1193,363,101,403,152
38,1193,469,120,503,172
25,1193,78,488,136,588
36,1193,216,472,253,558
24,1193,1259,501,1279,582
11,1193,0,294,180,434
39,1194,363,100,403,153
38,1194,468,120,505,173
